Creation Time: 2021_4_23-15-50-5
15-50-5 | [INFO] SafeZoneCore - Started !
15-50-5 | [INFO] TraderPlus file exist ! loading...
15-50-5 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusGeneralConfig.json ( Files over 500MB~ might have issues sometimes )
15-50-5 | [INFO] TraderPlus file exist ! loading...
15-50-5 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusVehiclesConfig.json ( Files over 500MB~ might have issues sometimes )
15-50-5 | [INFO] TraderPlus file exist ! loading...
15-50-5 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusPriceConfig.json ( Files over 500MB~ might have issues sometimes )
15-50-5 | [INFO] CheckForSpacesToRemove - Started
15-50-5 | [INFO] CheckForSpacesToRemove - Ended
15-50-5 | [INFO] TraderPlus file exist ! loading...
15-50-5 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusIDsConfig.json ( Files over 500MB~ might have issues sometimes )
15-50-5 | [INFO] TraderPlusServer - Started
15-50-5 | [INFO] CarLockCore - Started !
15-50-5 | [INFO] CarLockServer - Started
15-50-19 | [INFO] ID_count: 5
15-50-19 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_0.json ( Files over 500MB~ might have issues sometimes )
15-50-19 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_1.json ( Files over 500MB~ might have issues sometimes )
15-50-19 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_2.json ( Files over 500MB~ might have issues sometimes )
15-50-19 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_3.json ( Files over 500MB~ might have issues sometimes )
15-50-19 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_4.json ( Files over 500MB~ might have issues sometimes )
15-50-19 | [INFO] obj created: bldr_sign_rail_platformend
15-50-19 | [INFO] TraderBuilding created and added!: 
15-50-19 | [INFO] obj created: bldr_sign_rail_platformend
15-50-19 | [INFO] TraderBuilding created and added!: 
15-50-19 | [INFO] obj created: bldr_sign_rail_platformend
15-50-19 | [INFO] TraderBuilding created and added!: 
15-50-19 | [INFO] obj created: bldr_sign_rail_platformend
15-50-19 | [INFO] TraderBuilding created and added!: 
15-50-19 | [INFO] obj created: bldr_sign_rail_platformend
15-50-19 | [INFO] TraderBuilding created and added!: 
15-52-4 | [INFO] 76561198036774377
15-52-4 | [INFO] false
