Creation Time: 2021_1_21-6-4-20
6-4-20 | [INFO] TZManager - Started !
6-4-41 | [INFO] [LOOTSYSTEM]:LootSpawner - Started !
6-4-41 | [INFO] [LOOTSYSTEM]: [CreatureCleaner] !
6-4-41 | [INFO] [LOOTSYSTEM]: Creature equal to 0!
6-4-41 | [INFO] [LOOTSYSTEM]: [ToxicChestCleaner] !
6-4-41 | [INFO] [LOOTSYSTEM]: ToxicChestList equal to 0!
6-4-41 | [INFO] 1
6-4-41 | [INFO] [LOOTSYSTEM]: ToxicChestSpawned: CrateName: Army1- Position: X:8040.3 Y:340.252 Z:14611.3
6-4-41 | [INFO] AKM
6-4-41 | [INFO] PSO1Optic
6-4-41 | [INFO] AK_PlasticHndgrd
6-4-41 | [INFO] AK_RailHndgrd_Black
6-4-41 | [INFO] AmmoBox_545x39_20Rnd
6-4-41 | [INFO] AmmoBox_556x45_20Rnd
6-4-41 | [INFO] AmmoBox_762x54_20Rnd
6-4-41 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
6-4-42 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
6-4-43 | [INFO] 1
6-4-43 | [INFO] [LOOTSYSTEM]: ToxicChestSpawned: CrateName: Army1- Position: X:1390.25 Y:464.569 Z:14428.6
6-4-43 | [INFO] AKM
6-4-43 | [INFO] Mag_AKM_Drum75Rnd
6-4-43 | [INFO] AK_PlasticHndgrd
6-4-43 | [INFO] AK_RailHndgrd_Black
6-4-43 | [INFO] ToxicCure
6-4-43 | [INFO] AmmoBox_545x39_20Rnd
6-4-43 | [INFO] AmmoBox_762x54_20Rnd
6-4-43 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
6-4-43 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
6-4-43 | [INFO] TZManager - Started !
6-4-43 | [INFO] TZToxicZone - Started !
6-50-22 | [INFO] [LOOTSYSTEM]: [CreatureCleaner] !
6-50-22 | [INFO] [LOOTSYSTEM]: Creature has been deleted!
6-50-22 | [INFO] [LOOTSYSTEM]: Creature has been deleted!
